is_remote,is_fulltime,exp_encoded,title_encoded,has_skills,views,applies,apply_rate,skill_python,skill_sql,skill_excel,skill_tableau,skill_power_bi,skill_machine_learning,skill_aws,skill_spark,skill_r_programming,skill_statistics,target,target_encoded,salary_final,title,company_name
0,1,3,8,0,15.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,104700.0,Product Maintenance Engineer,The Contingent
0,0,3,5,0,15.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,122720.0,Information Technology Financial Analyst,Computech Corporation
0,0,3,8,0,14.0,3.0,0.2,0,0,1,0,1,0,0,0,0,0,Mid,1,99840.0,IT Planning Analyst,Salt
0,1,1,3,0,18.0,0.0,0.0,0,1,0,0,0,1,1,0,0,1,High,2,208000.0,Principal Data Scientist,Zocdoc
0,1,3,8,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,153797.5,Team Leader- Data Strategy,Edward Jones
0,0,3,8,0,34.0,5.0,0.1429,0,0,1,0,0,0,0,0,0,0,Low,0,45760.0,Supply Chain Analyst - Consumer Goods,WhiteCap Search
1,1,3,8,0,23.0,1.0,0.0417,0,0,1,0,0,0,0,0,0,0,High,2,153797.5,Team Leader- Data Strategy,Edward Jones
1,1,3,9,0,7.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,135000.0,Senior Field Application Scientist ,Telesis Bio
0,1,3,8,0,11.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,153797.5,Team Leader- Data Strategy,Edward Jones
0,0,0,8,0,67.0,26.0,0.3824,0,0,1,0,0,0,0,0,0,0,Low,0,47840.0,Business Operations Analyst - Intern,Siteimprove
1,1,1,8,0,54.0,19.0,0.3455,0,0,1,0,0,0,0,0,0,0,Mid,1,65500.0,Client Finance Analyst I,Precision Medicine Group
0,1,2,5,0,108.0,31.0,0.2844,0,0,1,1,0,0,0,0,0,0,Mid,1,75000.0,Financial Analyst,Veolia Water Technologies & Solutions
1,1,3,8,0,26.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,67000.0,(US) Sr. Solutions Analyst - TAM Customer Support,PointClickCare
0,1,3,8,0,57.0,13.0,0.2241,0,0,1,0,0,0,1,0,0,0,Mid,1,67300.0,Compliance Analyst,John Hancock
0,0,1,8,0,209.0,60.0,0.2857,0,1,0,0,0,0,0,0,0,0,Mid,1,60320.0,JUNIOR MANUAL QA ANALYST - CONTRACT - REMOTE - USC OR GC  NO C2C NO C2H,System Soft Technologies
1,1,1,9,0,55.0,11.0,0.1964,1,1,0,1,1,0,1,0,0,0,Mid,1,110150.0,IT Systems Analyst Senior/Lead,Progressive Insurance
0,1,3,9,0,6.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,High,2,198000.0,"Senior Sw Development Engineer, AWS SDK for Python",Amazon Web Services (AWS)
0,1,1,8,0,21.0,1.0,0.0455,1,0,0,0,0,1,0,0,0,0,High,2,179100.0,"Applied Scientist, Alexa Sensitive Content Intelligence (ASCI)",Amazon
0,1,3,9,0,5.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Mid,1,101050.0,"Program Manager- Senior Reliability, Maintenance, and Engineering (RME) Planner, Global Planning Team",Amazon
0,1,1,8,0,6.0,1.0,0.1429,1,0,1,0,0,1,1,0,0,0,High,2,152300.0,"Systems Development Engineer, Maintenance Automation Platform",Amazon
0,1,3,6,0,11.0,1.0,0.0833,0,1,1,0,0,1,0,0,0,1,High,2,200950.0,"Sr. Manager, Business Intelligence , Community Operations",Amazon
0,1,1,3,0,27.0,6.0,0.2143,1,1,0,0,0,1,0,0,0,0,High,2,162200.0,"Data Scientist, PeopleInsight",Amazon
0,1,3,5,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,125000.0,Senior Accountant/Senior Financial Analyst,Vaco
0,0,2,8,0,18.0,2.0,0.1053,0,0,0,0,0,0,0,0,0,0,Low,0,56160.0,Assistant Scientist,Aequor
0,0,3,8,0,33.0,3.0,0.0882,0,1,0,0,0,0,0,0,0,0,Mid,1,110240.0,Oracle Data Integrator - C2C Contract Position,Fortuna
0,1,3,8,0,498.0,49.0,0.0982,0,0,1,0,0,0,0,0,0,0,Mid,1,87500.0,Trading Desk Tech Support Analyst,"Yoh, A Day & Zimmermann Company"
1,1,1,0,0,10.0,2.0,0.1818,0,0,1,0,0,0,0,0,0,0,Mid,1,90000.0,Business Analyst,Unknown Company
0,1,2,9,0,11.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,103362.0,Senior Administrative Analyst,"City of Orange, California"
1,1,1,3,0,131.0,24.0,0.1818,1,0,1,1,0,1,0,0,0,1,Mid,1,99500.0,Junior data scientist/software programmer,SynergisticIT
0,0,0,0,0,59.0,18.0,0.3,0,0,1,0,0,0,1,0,0,1,Mid,1,80000.0,Business Analyst Internship - Summer 2024,Inversion
1,1,1,3,0,39.0,5.0,0.125,1,0,1,1,0,1,0,0,0,1,Mid,1,102500.0,Junior data scientist/java programmer,SynergisticIT
1,1,1,3,0,137.0,25.0,0.1812,1,0,1,1,0,1,0,0,0,1,Mid,1,99500.0,Junior data scientist/software developer,SynergisticIT
1,1,1,3,0,23.0,1.0,0.0417,1,0,1,1,0,1,0,0,0,1,Mid,1,99500.0,junior data scientist/ data engineer,SynergisticIT
1,1,3,8,0,41.0,4.0,0.0952,1,1,0,1,0,0,0,0,0,0,High,2,152500.0,"Lead Analytic Consultant, Analytics",apree health
0,1,1,8,0,25.0,4.0,0.1538,0,1,0,0,0,1,0,0,0,0,Mid,1,62500.0,Multilingual Data Annotation Specialist,Zefr
0,1,3,2,0,17.0,1.0,0.0556,1,1,0,1,0,0,1,1,0,0,High,2,134919.2,"Senior Data Engineer - ITP-A, Exempt",Seattle Information Technology Department
0,1,1,8,0,16.0,3.0,0.1765,0,1,0,1,1,0,0,0,0,0,Mid,1,61200.0,Market Data Services Analyst,Nasdaq
0,1,3,9,0,8.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,High,2,137500.0,Senior Wind Turbine Blade Engineer,DNV
0,1,3,8,0,6.0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,Mid,1,70000.0,USA - Regional FP&P Analyst,Inchcape Shipping Services
0,0,3,8,0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Mid,1,66685.0,Budget Analyst NF-04,U.S. Army MWR
0,1,1,8,0,4.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,High,2,196250.0,Staff Software Engineer - Big Data Federal,ServiceNow
0,1,3,8,0,20.0,3.0,0.1429,0,1,1,0,0,0,0,0,0,0,Mid,1,67007.20000000001,Fraud Operations Analyst,Gusto
0,1,3,8,0,4.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,High,2,126952.8,Imaging Application Analyst II - IS Imaging Apps - Full Time 8 Hour Days (Non-Exempt) (Non-Union),Keck Medicine of USC
1,1,3,8,0,8.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,Mid,1,75500.0,Sr. Compensation Analyst - Remote,American Cancer Society
0,1,3,9,0,4.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,High,2,126955.0,"Clinical Information Systems Analyst, Senior - IS Clinical Core Apps - Full Time 8 Hour Days (Exempt) (Non-Union)",Keck Medicine of USC
0,1,3,8,0,4.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,Mid,1,107068.0,Business Application Analyst II - IS Business Apps - Full Time 8 Hour Days (Non-Exempt) (Non-Union),Keck Medicine of USC
0,1,3,8,0,7.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,High,2,126955.0,EDW Architect I - IS EDW and Analytics - Full Time 8 Hour Days (Exempt) (Non-Union),Keck Medicine of USC
0,1,1,7,0,4.0,0.0,0.0,1,0,1,0,0,1,0,1,1,0,High,2,166400.0,AI/ML Engineer (Contract) (Hybrid) – 4313,HIRECLOUT
0,1,1,8,0,5.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,Mid,1,105000.0,Database Administrator,Creative Financial Staffing (CFS)
0,1,3,9,0,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,Mid,1,107500.0,Senior ERP Analyst,Creative Financial Staffing (CFS)
0,1,1,7,0,9.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,High,2,122000.0,"Vendor Manager, Machine Learning Data Operations, gTech",Google
0,1,4,7,0,10.0,0.0,0.0,1,1,0,0,0,1,1,0,1,0,High,2,218000.0,Advanced Technology Organization Grid AI/ML Lead,GE Digital
0,1,1,8,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,75000.0,Accounting Analyst - Progression,Creative Financial Staffing (CFS)
0,1,3,8,0,9.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,Mid,1,90000.0,Financial Systems Analyst,Creative Financial Staffing (CFS)
0,1,3,8,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,41080.0,Billing Analyst,Creative Financial Staffing (CFS)
1,1,1,8,0,4.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,High,2,131976.0,Sr. Human Resources Analyst / HR Quality Assurance,Children's Hospital Los Angeles (CHLA)
1,1,3,5,0,34.0,3.0,0.0857,0,1,1,1,0,0,0,0,0,0,Mid,1,95200.0,"Senior Financial Analyst, FP&A - OPEX","Sonos, Inc."
0,1,1,8,0,13.0,1.0,0.0714,0,0,1,0,0,0,0,0,0,0,Mid,1,97500.0,Operations Analyst - US Government,Palantir Technologies
0,1,1,5,0,6.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,77647.85,Financial Analyst,Creative Financial Staffing (CFS)
0,1,1,5,0,5.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Mid,1,75000.0,Junior Financial Analyst,Creative Financial Staffing (CFS)
0,0,1,9,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,138800.0,"International Cooperative Programs Analyst, Senior",Booz Allen Hamilton
0,1,3,9,0,12.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,High,2,167082.5,Senior ServiceNow Analyst,ICF
0,1,1,8,0,6.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,Mid,1,68637.5,Help Desk Analyst II,Energy Jobline
0,1,3,8,0,16.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,Mid,1,80779.5,"Economics Analyst, Natural Resources",ICF
0,1,3,6,0,4.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,High,2,160000.0,Maintenance Manager: Engineering/ RELOCATION OFFERED,Jobot
0,0,3,5,0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Mid,1,112500.0,"Senior Financial Analyst | $3B Consumer Goods Co | Itasca, IL",Michael Page
1,1,1,0,0,63.0,18.0,0.2812,0,0,1,0,0,0,0,0,0,0,Mid,1,109200.0,Business Analyst,Techsara Solutions
0,0,3,8,0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,Mid,1,119600.0,Quality Assurance Analyst,System Soft Technologies
0,0,2,8,0,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,Mid,1,72800.0,Data Annotation and Data Labeling Operations Associate,Ami Arroyo
1,1,1,8,0,2.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,Low,0,57200.0,Shipment Analyst,FFL Prosper
0,1,3,9,0,4.0,0.0,0.0,1,0,1,0,0,0,1,0,0,0,Mid,1,63000.0,"Senior GEOINT System Engineer - Robins Air Force Base, GA",ASRC Federal
0,1,3,8,0,60.0,18.0,0.2951,0,1,0,0,0,0,0,0,0,0,Mid,1,97250.0,Business Intelligence Analyst II,Cox Automotive Inc.
1,1,1,6,0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,High,2,141000.0,"Manager, Site Reliability Engineering",Centene Corporation
0,0,3,8,0,14.0,2.0,0.1333,1,1,1,0,0,0,0,0,0,0,Mid,1,78000.0,Business Systems Analyst I,Russell Tobin
0,1,3,2,0,71.0,21.0,0.2917,1,1,0,0,0,0,0,1,0,0,Mid,1,117500.0,Data Engineer,American Express
0,1,1,8,0,5.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,Mid,1,60569.6,Quality Data Payer Specialist - Rensselaer - FT/DAY,St. Peter's Health Partners
1,1,3,8,0,29.0,6.0,0.2,0,0,1,0,0,0,0,0,0,0,Low,0,50000.0,Deposit Operations Analyst,Varo Bank
1,1,3,0,0,57.0,10.0,0.1724,1,1,0,1,1,1,0,0,0,1,Mid,1,91956.8,Senior Business Analyst,Oracle
1,1,3,5,0,95.0,12.0,0.125,0,0,0,0,0,0,0,0,0,0,Mid,1,105950.0,Senior Financial Analyst,Oracle
0,0,1,1,0,14.0,2.0,0.1333,0,0,0,0,0,0,0,0,0,0,Mid,1,110240.0,Data analyst with marketing analytics exp. (1039812),The Judge Group
1,1,1,5,0,12.0,1.0,0.0769,0,0,1,0,0,0,1,0,0,0,Mid,1,80000.0,Financial Analyst,myGwork - LGBTQ+ Business Community
0,1,2,8,0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Low,0,45760.0,Clinical Research Data Specialist,ZipHire
1,0,1,1,0,13.0,3.0,0.2143,1,1,1,1,1,0,0,0,0,1,Low,0,55000.0,Data Analyst,Unknown Company
1,0,3,8,0,7.0,1.0,0.125,0,0,0,0,0,0,1,0,0,0,High,2,169520.0,Site Reliability Engineer,Robert Half
